ID	rating	text
ID_100361	7	Let me keep this to the essentials.Is it worth seeing? Yes.Will it change your life? No.Is it better than Eps I-III? Yes.Is it better than Eps IV-VI? No.What's particularly awesome? Han Solo, super fast pace, retro chic, sound effects.What's particularly lame? Kylo Ren, British accents galore, lazy story, too much deja-vu.Totally worth the ticket and tons of fun if you don't expect the time of your life.
ID_100362		"J J Abrams (with the blessing of Disney) has manages to reunite the band, but fails to awaken the force. His sence of pacing has the rushed feel of the television world, as if he thought he were making a one hour pilot. He has somehow managed to edit out almost the entire story leaving nothing but action scenes behind. Aquaintances and friendships are made between characters in such absurdly rushed fashion that it makes you yearn for the more zen pace of Lucas' writing.Kudos for the removal of all the racial stereotypes. There are no Jar Jars or Wattos here, but then again there is little in the way of imagination either. We've seen everything before, all the characters, weapons, costumes, fight scenes. They simply do not stand out in an age that is over saturated with CG characters. The one highlight in the 'animated cast' is the supreme leader Snoke seated at his throne in the shadows. If nothing else he may be the tallest speaking part in the Star Wars universe.The movie rests very much on the shoulders of two new youths Rei (Daily Ridley) and Finn (John Boyega). Both of them have the kind of Tom Cruise hyperdrive that make them essentially excellent video game characters; Two bodies who can never do a thing wrong regardless of the circumstances. In one scene Rey first demonstrates that she can use the force and pulls off a trick so easily that it insults all the long days that Luke spent training with Yoda. Finn meanwhile gets to wield the Skywalker Lightsaber, long before he has earned the right to even touch it. (This is a crown jewel in the treasury of classic film props for god sake)What this moment demostrated to me is the that film does not really have much respect for all that is sacred in Star Wars, it merely showcases the pieces. Sure we have Han and Leia back but their so their funtion is mostly plot advancement. They have a short exchange which hints at some inner demons regarding events that took place somewhere between episode 6 and this, a missed chance for a good prologue scene."
ID_100363	10	"""42"" unhelpful votes, there is cheating going on here. Don't mistake continuity of story and universe with ""reboot or rehash"" - This is a story that continues on from the end of Return of the Jedi"". We are not worried about The Force being explained anymore, we don't care - It's a mystery and back to being a mystery. It starts with a simple enough premise: The Empire was defeated and their end Death Star obliterated, but as always, in fiction as in true life, when old bad guys are killed off, new bad guys take their place.This is not a universe that is ""in the same condition as it was in Eps IV, V, and VI"" - As there is a new republic, there is also a new group of imperialists and fascists that want to tear it down. It's happening in the US this very day, so this is nothing new.I suspect these negative reviews are just the spewings and ramblings of anti-JJ Abrams shills, doing the same as they did for Star Treks I and II. Because there are NO kiddie elements in this new Star Wars, it is a story aimed at long term fans of the franchise and it hits with a bullseye. What surprises me, is ALL of the 1-star reviews say EXACTLY the same thing. Because they were not written by 100 guys, but by ONE guy AS ""100"" guys. The main thing here is ""Where is Luke Skywalker"" - And both bad guys and good guys want to know the answer to this. So do We. These include some of the old regulars, plus a new bad guy who wears a Helmet that looks like the Ugly Narc-Alien from Episode IV, who narced on Hans Solo to Imperial Storm Troopers and particularly Jabba the Hut. In an early confrontation in this episode, this duck faced guy takes out Max Von Sydow who indicates this person came from the Good side of the Force.So to me it's just continuity, as there are Jedi who followed Luke and his mentor Obi-Wan, any new recruit that goes down the Dark Side ends up doing Darth Vaderish things, like killing Off a whole school of Jedi Kids.As in life with often repeated scenarios, that keep on repeating over and over, this is just the same in the Star Wars universe. I'm not worried about that, what's important here is ""Does this film play out like original Star Wars""? And yes, it does.And although this film includes people from Eps 4, 5, and 6, this is a new story, and so there are two new players, a girl, who is waiting on a crummy sand planet, and a storm trooper, who turns away from his programming because he wants something better. And there is something about this Kid, do we know *his* father?The imagery is pure original Star Wars. The gadgets, the Droids, the Crashed Imperial Destroyers. New and Old Aliens, in new and old Bars.I very much wanted to know who this girl was, and I very much wanted to know about this kid who walked away from being a storm trooper. In the Meantime, it was great to see Han, Chewie, and Leia, who have scars of age and experience. At one time, they were the young ones who had the responsibility laid on them, in this episode, it is the girl and the boy. Because in real life it is always the young choosing to do good, who have long term effects, who save Nations in some cases. It's generational, the old guard passes it on the the new guard. If you live in this world, you're feeling the change of the guard - As the old song says.That's what this episode is, although there is a major victory, it is at major cost. And although the old Empire had built two powerful Death Stars, those were nothing compared to a new threat. It's a death star on steroids. So some ask, why make new Death Stars? Why have one in this movie? Because, it's the limited thinking of The Imperialists and Fascists. Because they always go back to comfortable norms for weapons design- In their Supreme Leader's small thinking, another huge planet sized weapon with a huge GUN.I saw this in IMax, in 3D, and I was impressed with how each 3D gag was well thought out and well placed. My brother kept trying to reach out and touch the tip of the Imperial Destroyer. A film shot in 3D has to look good also in 2D, and this does, in the IMax theater I could occasionally pull off my glasses and see a 2D Scene, and the composition in 2D was just as good. I'm not really a fan of 3D films, you can't really call them films anymore, as they are made on all digital medium. But for this episode, it worked well.In Lucas's overblown Eps I II and III, the CGI was over the top and blatantly CGI. IN this film, the CGI blends with the practical elements so that you absolutely cannot tell which is which. And also in Eps I II and III we have a multitude of scenes which are boring discussions explaining the force, mainly people sitting on couches talking. That, to me is about exciting as eating a plate of Tripe! I guarantee you, you will NOT see any Jedi sitting on couches talking in this one. Or Senators, or Sith Lords. This film is action from start to finish- about 2 and a half hours worth.And after walking out after the last scene and the film credits, there is no way in hades or Tattoine, that this will not have sequels. And this episode deserves to have sequels. And I for one cannot wait for those to come out!"
ID_100364	8	Although I'm not a great fan, with time I really became obsessed about this universe, and that movie is one of the bests, they have all the references, the olds characters (more evolves) and new ones pretty well work, the visual effects is nostalgic and so much better also, the story is totally understandable, and you really will enjoy this adventure.
ID_100365	10	Isn't a little suspicious that a movie that has 95% approval by critics and 93% approval by fans at RottenTomatoes, a 81 score at Metacritics and a 8.7 overall score at IMDb has so much 1/10 stars reviews at the IMDb user reviews section? This section has been invaded by trolls. No doubt about it.I've watched this movie 3 times already and people always leave the theater with huge smiles in their faces. The Force Awakens is all about enjoying the ride — and what a ride! JJ Abrams achieved an impossible mission: he honored the past by setting the ground for the future without pissing off hardcore Star Wars fans.The pace of the movie and the witty dialogs makes the story fly. Much better than Return of the Jedi and (I dare say) the original Star Wars, The Force Awakens is all fans and non- fans have been waiting for.
ID_100366		As someone who's a fan of the original trilogy (Episodes 4-6. I never saw the more recent prequels nor have any plan to) but who's not obsessed or in complete love with them, I went with this with good enough expectations but not expecting to be blown away. Those expectations were entirely met. Like the original Star Wars films (mostly A New Hope, which was always my favorite) this has a complete sense of fun and energy that vibrates not just with the action (and there's a lot) but with the characters and their interactions. In comparison to most Hollywood blockbuster, it's pretty standard in its structure. There's nothing here that is any huge risk, but then again none of the Star Wars films were ever incredibly challenging or unformulaic. Like the originals, this one just has such a positive energy and its formula completely works. They did such a great job casting the new characters, and in particular Daisy Ridley and especially Adam Driver (who steals every scene he is in) do some great work here. I don't think J.J. Abrams has brought anything distinctive or different in style than the originals, but I don't think that was his aim at all. He does a great job handling everything as a package, and that is no easy feat. In a time where Hollywood is filled with unimaginative, repetitive, dull blockbusters (Hello Marvel!) this joins Mad Max: fury Road as really standing apart from the flock, even if it's different to Fury Road in that it follows the formula a lot more. But if it works, don't break it, and this is surely one of the most purely entertaining, and lovable, films of the year. The praise is deserved.
ID_100367	9	"Greetings from Lithuania.""Star Wars: The Force Awakens"" (2015) is a blast off entertainment from start till finish. I'm not a huge Star Wars fan, so i kinda wasn't in the whole hype surrounding this sequel, but nevertheless i was also caught but all the fuzz, saw the trailers more then once and was waiting and wanting for this movie. I saw this movie with couple of friend who are a true Star Wars fans, and they were a bit disappointed by this movie. They complained that is made not much sense as a sequel, and maybe wasn't even true sequel, but from my point of view, it did many things that a sequel, which budget is 200 000 000$ and much of the new franchise's right owners future is at stake, right. It plays safe in terms of story, it is visually stunning movie (Oscar award without doubts), features tons of action, plenty of very good humour, returning iconic characters, some moving scenes and combine it with some nostalgic moments - this is a winner. Overall, as not a Star War fan i give this movie 10/10. I do believe, that if i would have been a ""fanboy"", score would have been lover. It has almost everything that a fun and great popcorn entertainment must have - simple and sharp characters, tons of action, superb effects, great humour, interesting (even if not very menacing villains), involving story and a sense of nostalgic to a previous movies if you have seen them. Next movie is scheduled for 2017. Can't wait."
ID_100368	8	"It's finally here - something that some fans have been waiting 32 years for! (Although the last theatrically-released Star Wars film, 'The Clone Wars', only came out seven years ago). Since I wasn't born until after 'Return of the Jedi' and grew up watching them on VHS and am a pretty big fan, the sequel trilogy (as opposed to the prequel trilogy) and 'The Force Awakens' has long been hoped for.OK, let's see if I can do a vague storyline with no spoilers... 30 years after the Battle of Endor, Han (Ford) is the first 'original' we're reintroduced to - well, technically Stormtroopers are, followed by the Millennium Falcon. But first, we meet Poe (Issac), an X-Wing pilot for ""the Resistance"" (the new Rebel Alliance); BB8, a ball-like droid; Finn (Boyega), a former Stormtrooper; and Rey (Ridley), a scavenger, barely surviving on the desert world of Jakku (which plays a role in the 'Lost Stars' novel, well worth a read!). BB8 holds some important data and needs to get it to Leia (Fisher), before the ""First Order"" (the new Empire) and Kylo Ren (Driver) get it, so they can all find Luke (Hamill). The only ones missing are Lando & Wedge.It feels like a lot has changed, but also not much at all - it truly feels like the original Star Wars universe, with plenty of new aliens, spaceships and droids, but also plenty of old ones. Abrams has definitely nailed the tone, with plenty of adventure and zest, and also some humour and drama. The pace rarely sags and it doesn't feel like two & a bit hours, but nor does it try to cram too much in. It's not exactly a carbon copy of 'A New Hope', but definitely borrows a lot of themes from it.Some questions are answered, but are lot are left unanswered, so the anticipation remains for the next films. While the film is definitely a great movie - and far better than any of the prequels - I sometimes didn't feel as if as much was at stake as it was in the originals and a few things didn't sit 100% right, also probably a by-product of my high expectations. Still, Ridley & Boyega are both very good to watch and valuable additions, and Driver's intriguing - I look forward to watching their characters grow in Episodes VIII and IX."
ID_100369	6	"First of all, I have to say like mostly everyone I loved the new characters especially Rey and Finn. I think they'll be a great addition to the SW universe and I'm looking forward to where future films take them. After the first time I watched this movie on opening night, I was ecstatic. I left the theater with a huge grin on my face because I knew that JJ Abrams made a movie that was better than any of the Lucas-directed prequels. Unfortunately after seeing it a second time, I noticed the flaws A LOT more because now I could focus more on the plot and pick up on anything I may have missed the first time. As many have already pointed out, at times this film is very similar to Star Wars Episode 4: A New Hope. Sometimes it feels TOO similar to the point where it just gets distracting and you can't help but feel the writers/director just wanted to play on the audience's nostalgia. I would compare it to a used car salesman trying to sweet talk me into buying a car he knows is in bad shape but plays on my emotions to get me to buy it. Similarly, JJ tries to play on the audience's love of the original trilogy to somehow make us forget that really nothing much happens in this movie. By the end of it I was left wanting more and not in a good way but more of a ""that's it?"" kind of way. This movie's primary purpose was to introduce us to this new group of characters and get us to love them so that we buy tickets to see the next films. It succeeds in doing so, but fans of Star Wars deserve a lot more than that."
ID_100370	9	Star Wars: The Force Awakens is an outstanding movie with a very well developed plot and a stellar cast. There's no denying how big the hype for this film really was, and it made me quite nervous as my love for the series was setting the bar high, but I wasn't one bit disappointed. The magic of Star Wars is back, the magic that I have always complained was missing from the prequel trilogy. The tone is similar to A New Hope in which it sets up a new adventure, beautifully, and it will leave you wanting more. Of course, with a film as anticipated as this, you are going to find flaws, and the Force Awakens does have a few significant ones, the one that bothered me the most was Andy Serkis's role, his character was confusing to say the least. He didn't feel like he belonged in this universe, it felt more like a Harry Potter character. Hopefully they will establish him and make some sense of it in future films, but for now I am left scratching my head at all his scenes. R2D2's character arch in the film is very messy, I will not reveal anything, all I will say is that the writers did not spoon feed us any information on what was going on with him. Lastly, one of my biggest pieces of criticism, Kylo Ren is not a likable villain, not like Darth Vader was. He does not have the kind of traits Vader, as well as Darth Maul and Count Dooku, had that made us root for them at times, with Ren you want him to be defeated as soon as you are made aware of his motives, lots of villains are like this, but with Star Wars I have come to expect more likable bad guys.The cast is outstanding. The new members, Daisy Ridley, John Boyega, Adam Driver, Domhnall Gleeson, among many others, are brilliant new additions to the franchise, their characterization in their respective roles is fantastic, they are all top notch performers. The returning members are all a delight to see in their iconic roles, I was skeptical about Carrie Fisher and Mark Hamill returning as Leia and Luke, but it was as if they never left, very natural. Anthony Daniels and Peter Mayhem will also bring a smile to your face. My favourite part of the entire movie had to be Harrison Ford. There are many brilliant characters in this series but Han Solo will always stand as my favourite, mainly because of how well Ford portrays him, and this movie is no exception. He slips back in to the role perfectly and did not seem one bit nervous, even with this being his first time playing the character in 32 years. The moment he is on screen you can feel that he is back in character, and he steals every single scene. Action packed, intense and compelling, Star Wars: The Force Awakens can not be missed by any fan of the series, and I would highly recommend it to anyone looking for a good action, adventure or sci-fi film. A new threat arises thirty years after the events of Return of the Jedi, but a new group of heroes may be able to stop them, with the help of some familiar faces. Best Performance: Harrison Ford
